NIS,NIS_code,unemployed,foreigners,euforeigners,noneuforeigners,degree,bornabroad,borneu,bornnoneu,density,age,NL,FR,Reg_NL,income
52012,52012,0.1911,0.1466,0.1158,0.0309,0.1402,0.1591,0.1025,0.0566,1335.23,40.42617876,Châtelet,Châtelet,Waals Gewest,12746
52015,52015,0.1483,0.1073,0.0904,0.0169,0.1818,0.1246,0.0839,0.0407,686.47,39.965315226,Courcelles,Courcelles,Waals Gewest,14088
52018,52018,0.2211,0.1751,0.1071,0.068,0.1103,0.2104,0.0955,0.1149,1063.51,38.749181185,Farciennes,Farciennes,Waals Gewest,11174
52021,52021,0.1425,0.1262,0.1025,0.0237,0.1912,0.1297,0.086,0.0436,381.3,40.543056276,Fleurus,Fleurus,Waals Gewest,14714
52022,52022,0.1628,0.145,0.1297,0.0154,0.1864,0.1409,0.1084,0.0324,604.76,40.91712016,Fontaine-l’Evêque,Fontaine-l’Evêque,Waals Gewest,14299
52025,52025,0.0857,0.0551,0.05,0.0052,0.3454,0.0765,0.0561,0.0204,259.64,43.186446646,Gerpinnes,Gerpinnes,Waals Gewest,19367
52075,52075,0.0879,0.0407,0.0313,0.0093,0.3225,0.0711,0.0396,0.0315,213.9,40.306586239,Les Bons Villers,Les Bons Villers,Waals Gewest,18616
52043,52043,0.1716,0.1332,0.1103,0.0228,0.1751,0.1425,0.0918,0.0507,1162.19,39.582306519,Manage,Manage,Waals Gewest,13759
52048,52048,0.0825,0.0652,0.0518,0.0134,0.3605,0.097,0.0599,0.0371,672.45,44.113692911,Montigny-le-Tilleul,Montigny-le-Tilleul,Waals Gewest,19341
52055,52055,0.0898,0.0399,0.0309,0.009,0.2879,0.068,0.0386,0.0295,302.2,39.988974065,Pont-à-Celles,Pont-à-Celles,Waals Gewest,17204
52063,52063,0.1125,0.0605,0.043,0.0175,0.3042,0.0947,0.0464,0.0483,173.2,39.778558895,Seneffe,Seneffe,Waals Gewest,17465
53014,53014,0.2088,0.1275,0.1115,0.016,0.1588,0.1335,0.0974,0.0361,1004.57,40.474762116,Boussu,Boussu,Waals Gewest,13094
53082,53082,0.231,0.1133,0.0977,0.0156,0.1526,0.1312,0.0909,0.0403,1483.4,39.049263498,Colfontaine,Colfontaine,Waals Gewest,12328
53020,53020,0.1807,0.0697,0.0629,0.0067,0.1984,0.092,0.0711,0.0209,508.55,40.447151059,Dour,Dour,Waals Gewest,13834
53028,53028,0.1715,0.0974,0.0809,0.0165,0.1983,0.1155,0.0784,0.0371,816.55,40.458006112,Frameries,Frameries,Waals Gewest,14220
53039,53039,0.1688,0.0919,0.067,0.0249,0.2078,0.1564,0.0903,0.0661,260.75,40.356412846,Hensies,Hensies,Waals Gewest,14196
53083,53083,0.1127,0.0523,0.0499,0.0024,0.3066,0.0839,0.0753,0.0085,115.24,41.346795641,Honnelles,Honnelles,Waals Gewest,16589
53044,53044,0.0609,0.1246,0.0698,0.0548,0.372,0.1419,0.0754,0.0665,173.58,39.645780106,Jurbeke,Jurbise,Waals Gewest,18149
53046,53046,0.073,0.0767,0.0285,0.0482,0.3075,0.0981,0.0381,0.06,86,39.499646877,Lens,Lens,Waals Gewest,16644
53053,53053,0.1712,0.1477,0.1012,0.0465,0.2835,0.1837,0.0981,0.0857,632.78,40.277062227,Bergen,Mons,Waals Gewest,14764
53065,53065,0.2119,0.1607,0.1325,0.0282,0.1583,0.1708,0.1105,0.0603,1713.98,40.313195251,Quaregnon,Quaregnon,Waals Gewest,13012
53068,53068,0.1789,0.1246,0.1076,0.0171,0.1962,0.1881,0.144,0.0441,315.11,40.878381733,Quiévrain,Quiévrain,Waals Gewest,13907
53084,53084,0.0819,0.0482,0.0423,0.0059,0.2963,0.0811,0.064,0.0171,120.16,41.491893073,Quévy,Quévy,Waals Gewest,17174
53070,53070,0.1413,0.0983,0.0826,0.0157,0.2506,0.1157,0.0858,0.0299,327.56,41.970725317,Saint-Ghislain,Saint-Ghislain,Waals Gewest,15845
54010,54010,0.1,0.2582,0.2534,0.0048,0.1657,0.3117,0.2968,0.0149,291.52,41.823424328,Komen-Waasten,Comines-Warneton,Waals Gewest,13517
54007,54007,0.1213,0.1954,0.184,0.0114,0.1947,0.2477,0.2123,0.0355,1378.7,40.49405314,Moeskroen,Mouscron,Waals Gewest,13908
55004,55004,0.1043,0.0727,0.0552,0.0176,0.2992,0.1074,0.0548,0.0526,251.69,39.620499305,’s Gravenbrakel,Braine-le-Comte,Waals Gewest,16961
55050,55050,0.1049,0.0416,0.0333,0.0083,0.2608,0.0666,0.0415,0.0251,305.8,39.505870076,Ecaussinnes,Ecaussinnes,Waals Gewest,16369
55010,55010,0.0843,0.0516,0.0395,0.0121,0.3008,0.0867,0.0408,0.0458,320.4,39.904634922,Edingen,Enghien,Waals Gewest,17780
55022,55022,0.1884,0.1763,0.1501,0.0261,0.1794,0.18,0.1249,0.0551,1218.78,40.401181896,La Louvière,La Louvière,Waals Gewest,13640
55035,55035,0.1078,0.0709,0.0564,0.0145,0.3023,0.086,0.0562,0.0298,193.52,40.730847879,Le Roeulx,Le Roeulx,Waals Gewest,17081
55023,55023,0.1022,0.0416,0.0332,0.0084,0.2028,0.0697,0.0389,0.0307,254.7,40.835756192,Lessen,Lessines,Waals Gewest,15450
55039,55039,0.07,0.0383,0.0286,0.0097,0.3414,0.061,0.0325,0.0286,120.56,40.309516774,Opzullik,Silly,Waals Gewest,18736
55040,55040,0.1013,0.0966,0.0692,0.0274,0.2986,0.1187,0.0692,0.0495,238.52,40.582945165,Zinnik,Soignies,Waals Gewest,16065
56001,56001,0.1641,0.1021,0.0815,0.0207,0.1865,0.112,0.0752,0.0367,690.94,41.526013235,Anderlues,Anderlues,Waals Gewest,14150
56005,56005,0.1197,0.041,0.0263,0.0147,0.2454,0.0687,0.0439,0.0248,76.19,40.090077914,Beaumont,Beaumont,Waals Gewest,14943
56011,56011,0.1572,0.0997,0.0883,0.0114,0.2015,0.109,0.0852,0.0238,543.12,41.885311908,Binche,Binche,Waals Gewest,14851
56016,56016,0.1317,0.0431,0.0325,0.0105,0.2229,0.0919,0.0677,0.0242,50.08,40.898285503,Chimay,Chimay,Waals Gewest,13928
56022,56022,0.1691,0.0787,0.071,0.0077,0.1928,0.1188,0.104,0.0149,220.5,40.022418387,Erquelinnes,Erquelinnes,Waals Gewest,13753
56085,56085,0.1208,0.051,0.0381,0.0129,0.2704,0.0716,0.0474,0.0242,106.25,39.73395525,Estinnes,Estinnes,Waals Gewest,15975
56029,56029,0.1439,0.0275,0.0222,0.0053,0.196,0.0606,0.0426,0.018,43.9,41.072170306,Froidchapelle,Froidchapelle,Waals Gewest,13667
56086,56086,0.0756,0.0373,0.033,0.0043,0.3777,0.0619,0.0404,0.0215,293.02,42.875450321,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,Waals Gewest,19544
56044,56044,0.0871,0.0351,0.0279,0.0072,0.2921,0.0585,0.0369,0.0216,177.5,40.891912346,Lobbes,Lobbes,Waals Gewest,17153
56049,56049,0.1407,0.0535,0.0376,0.0159,0.2177,0.0782,0.0551,0.0231,141.62,38.367814249,Merbes-le-Château,Merbes-le-Château,Waals Gewest,14458
56051,56051,0.1535,0.0592,0.0561,0.003,0.1721,0.1375,0.1278,0.0097,61.63,39.799565877,Momignies,Momignies,Waals Gewest,12709
56087,56087,0.1613,0.1539,0.1336,0.0203,0.1919,0.1494,0.114,0.0354,948.01,40.538285897,Morlanwelz,Morlanwelz,Waals Gewest,14451
56088,56088,0.1306,0.0377,0.0316,0.0062,0.2198,0.078,0.0616,0.0164,66.93,40.4030772,Sivry-Rance,Sivry-Rance,Waals Gewest,14682
56078,56078,0.1027,0.0417,0.0323,0.0094,0.2965,0.0701,0.0456,0.0245,192.21,42.120507136,Thuin,Thuin,Waals Gewest,17343
57003,57003,0.113,0.0552,0.0502,0.005,0.1954,0.0899,0.0724,0.0175,246.27,40.652437799,Antoing,Antoing,Waals Gewest,14300
57093,57093,0.0789,0.075,0.0708,0.0042,0.2568,0.1138,0.103,0.0108,170.58,40.161301006,Brunehaut,Brunehaut,Waals Gewest,14897
57018,57018,0.0636,0.0497,0.0462,0.0035,0.2734,0.071,0.06,0.0109,81.86,40.083580466,Celles (Doornik),Celles (Tournai),Waals Gewest,15568
57027,57027,0.0992,0.2731,0.2689,0.0042,0.2119,0.3203,0.3058,0.0145,316.11,40.4505504,Estaimpuis,Estaimpuis,Waals Gewest,15321
57094,57094,0.097,0.0383,0.0321,0.0063,0.245,0.0703,0.0485,0.0218,184.07,41.426564398,Leuze-en-Hainaut,Leuze-en-Hainaut,Waals Gewest,15695
57095,57095,0.0568,0.0312,0.0272,0.004,0.2561,0.0564,0.0417,0.0147,131.01,40.16050711,Mont-de-l’Enclus,Mont-de-l’Enclus,Waals Gewest,15918
57062,57062,0.0762,0.0933,0.0871,0.0062,0.253,0.1212,0.1067,0.0145,166.04,41.088879423,Pecq,Pecq,Waals Gewest,15248
57064,57064,0.1289,0.1086,0.0996,0.0091,0.2262,0.155,0.1318,0.0231,282.5,39.914104269,Péruwelz,Péruwelz,Waals Gewest,14096
57072,57072,0.0824,0.0679,0.0652,0.0027,0.2197,0.0981,0.0882,0.0099,216.61,41.025661369,Rumes,Rumes,Waals Gewest,15515
57081,57081,0.1167,0.097,0.0838,0.0133,0.2822,0.1404,0.1053,0.0351,325.58,41.691254178,Doornik,Tournai,Waals Gewest,15869
51004,51004,0.0988,0.0334,0.0233,0.0101,0.2743,0.0632,0.0345,0.0287,223.18,40.910568489,Aat,Ath,Waals Gewest,16691
51008,51008,0.1135,0.0555,0.049,0.0065,0.2386,0.089,0.0677,0.0213,223.58,40.266661842,Beloeil,Beloeil,Waals Gewest,15358
51009,51009,0.1504,0.1102,0.0991,0.0111,0.1973,0.1408,0.1114,0.0293,270.11,40.182518199,Bernissart,Bernissart,Waals Gewest,14327
51012,51012,0.0935,0.0619,0.0249,0.037,0.2275,0.0811,0.0344,0.0467,122.87,38.670267209,Brugelette,Brugelette,Waals Gewest,15210
51014,51014,0.0814,0.0326,0.0204,0.0122,0.2576,0.053,0.0341,0.0189,141.21,40.083269022,Chièvres,Chièvres,Waals Gewest,15941
51017,51017,0.0732,0.0274,0.0233,0.0041,0.2846,0.0502,0.0323,0.0179,131.49,42.231264582,Elzele,Ellezelles,Waals Gewest,16532
51019,51019,0.0888,0.032,0.027,0.005,0.273,0.0572,0.0372,0.0199,148.25,42.535933512,Vloesberg,Flobecq,Waals Gewest,16908
51065,51065,0.0796,0.0323,0.0277,0.0046,0.2746,0.0582,0.0423,0.0159,100.91,40.903555173,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,Waals Gewest,16469
61003,61003,0.1314,0.0379,0.0293,0.0086,0.2097,0.0796,0.05,0.0296,497.21,40.276629033,Amay,Amay,Waals Gewest,15523
61079,61079,0.0691,0.0299,0.0235,0.0064,0.324,0.064,0.0404,0.0235,110.03,40.399732897,Anthisnes,Anthisnes,Waals Gewest,18179
61010,61010,0.0609,0.021,0.0167,0.0043,0.3616,0.061,0.031,0.03,92.05,39.35612018,Burdinne,Burdinne,Waals Gewest,18548
61012,61012,0.0688,0.0278,0.0248,0.0029,0.3127,0.0523,0.0363,0.016,56.05,39.395514983,Clavier,Clavier,Waals Gewest,16857
61080,61080,0.1377,0.0592,0.0493,0.0099,0.1741,0.0988,0.064,0.0347,207.7,39.533088328,Engis,Engis,Waals Gewest,14246
61019,61019,0.0722,0.0255,0.0212,0.0042,0.3116,0.0524,0.0291,0.0233,82.83,40.835005573,Ferrières,Ferrières,Waals Gewest,17278
61024,61024,0.1064,0.0392,0.0268,0.0124,0.2373,0.067,0.0378,0.0292,136.9,41.061531721,Hamoir,Hamoir,Waals Gewest,15716
61031,61031,0.1684,0.0669,0.0306,0.0363,0.2662,0.1246,0.0435,0.0811,444.12,40.91273148,Hoei,Huy,Waals Gewest,15306
61028,61028,0.0778,0.023,0.0152,0.0079,0.34,0.0527,0.0283,0.0244,129.16,37.733549025,Héron,Héron,Waals Gewest,17088
61039,61039,0.0961,0.0433,0.0372,0.0061,0.284,0.0666,0.0473,0.0193,174.73,39.148529131,Marchin,Marchin,Waals Gewest,16470
61041,61041,0.0706,0.0364,0.0296,0.0068,0.3288,0.061,0.04,0.021,97.89,38.4337345,Modave,Modave,Waals Gewest,17410
61043,61043,0.0534,0.038,0.0348,0.0031,0.4202,0.0669,0.0461,0.0207,160.02,41.368790729,Nandrin,Nandrin,Waals Gewest,20384
61048,61048,0.0966,0.025,0.0151,0.0099,0.3023,0.0522,0.0257,0.0265,67.66,39.776728583,Ouffet,Ouffet,Waals Gewest,16508
61081,61081,0.0634,0.0305,0.0232,0.0073,0.3846,0.0642,0.0417,0.0224,69.7,38.738042664,Tinlot,Tinlot,Waals Gewest,18647
61063,61063,0.0588,0.0334,0.0265,0.0068,0.3392,0.0536,0.0323,0.0213,157.32,38.611512329,Verlaine,Verlaine,Waals Gewest,17929
61068,61068,0.0887,0.0309,0.0238,0.0071,0.2979,0.0689,0.0398,0.0292,193.82,38.239290054,Villers-Le-Bouillet,Villers-Le-Bouillet,Waals Gewest,17683
61072,61072,0.0917,0.0301,0.0238,0.0062,0.2915,0.07,0.0372,0.0327,298.74,40.493958943,Wanze,Wanze,Waals Gewest,17264
62003,62003,0.1385,0.105,0.08,0.025,0.2312,0.175,0.0937,0.0814,1184.13,42.363893942,Ans,Ans,Waals Gewest,15613
62006,62006,0.0907,0.0491,0.0394,0.0097,0.2831,0.0854,0.0542,0.0313,326.21,42.253833164,Awans,Awans,Waals Gewest,17784
62009,62009,0.1106,0.0451,0.0171,0.028,0.2664,0.0808,0.0325,0.0483,147.83,40.285950584,Aywaille,Aywaille,Waals Gewest,16094
62011,62011,0.0959,0.0803,0.0727,0.0076,0.2541,0.1041,0.0812,0.0229,228.54,40.579009696,Bitsingen,Bassenge,Waals Gewest,16423
62015,62015,0.1274,0.097,0.0772,0.0198,0.2072,0.1384,0.0835,0.0549,1644.19,40.209578897,Beyne-Heusay,Beyne-Heusay,Waals Gewest,15081
62119,62119,0.0802,0.045,0.0355,0.0095,0.3132,0.0806,0.0504,0.0302,506.2,40.655919258,Blégny,Blégny,Waals Gewest,17678
62022,62022,0.0914,0.0502,0.0388,0.0114,0.4234,0.0992,0.0542,0.045,823.01,44.550350594,Chaudfontaine,Chaudfontaine,Waals Gewest,21217
62026,62026,0.1102,0.051,0.0452,0.0057,0.2241,0.0829,0.0567,0.0261,237.85,40.693335831,Comblain-au-Pont,Comblain-au-Pont,Waals Gewest,15214
62027,62027,0.0575,0.0831,0.0744,0.0087,0.3539,0.1097,0.0831,0.0266,191.58,39.582286228,Dalhem,Dalhem,Waals Gewest,18295
62032,62032,0.0937,0.0444,0.0349,0.0096,0.3961,0.0892,0.0522,0.037,386.89,42.702069382,Esneux,Esneux,Waals Gewest,19301
62120,62120,0.1467,0.0791,0.0677,0.0114,0.1836,0.1142,0.0786,0.0356,691.13,41.774983089,Flémalle,Flémalle,Waals Gewest,14840
62038,62038,0.1261,0.0872,0.0698,0.0174,0.2367,0.1401,0.0841,0.0559,1184.03,42.784326219,Fléron,Fléron,Waals Gewest,15648
62118,62118,0.1491,0.1469,0.1305,0.0164,0.161,0.1771,0.1313,0.0458,640.72,40.692333534,Grâce-Hollogne,Grâce-Hollogne,Waals Gewest,14295
62051,62051,0.17,0.1827,0.1341,0.0486,0.1603,0.237,0.1309,0.1061,1646.88,40.817809289,Herstal,Herstal,Waals Gewest,13578
62060,62060,0.0744,0.0593,0.0436,0.0157,0.296,0.0959,0.0532,0.0427,255.67,41.07658025,Juprelle,Juprelle,Waals Gewest,17729
62063,62063,0.1983,0.1885,0.1002,0.0883,0.2856,0.2707,0.0996,0.1711,2824.04,40.453067793,Luik,Liège,Waals Gewest,13921
62121,62121,0.0589,0.0515,0.0436,0.0079,0.4217,0.0959,0.0579,0.038,311.38,42.985625228,Neupré,Neupré,Waals Gewest,21400
62079,62079,0.128,0.0651,0.055,0.0101,0.2273,0.1122,0.0719,0.0402,669.45,41.655403743,Oupeye,Oupeye,Waals Gewest,15982
62093,62093,0.1821,0.216,0.1728,0.0432,0.1486,0.2634,0.1668,0.0966,3394.73,40.536892632,Saint-Nicolas (Luik),Saint-Nicolas (Liège),Waals Gewest,12769
62096,62096,0.1909,0.144,0.1088,0.0352,0.1698,0.1911,0.1115,0.0796,1793.16,40.776280516,Seraing,Seraing,Waals Gewest,13217
62099,62099,0.1015,0.0612,0.0502,0.011,0.2709,0.0907,0.0589,0.0318,599.8,39.702930431,Soumagne,Soumagne,Waals Gewest,16234
62100,62100,0.0805,0.0442,0.0273,0.0169,0.3691,0.0749,0.0375,0.0374,186.87,39.706870016,Sprimont,Sprimont,Waals Gewest,18636
62122,62122,0.1108,0.1049,0.0531,0.0518,0.287,0.1405,0.0678,0.0728,345.9,39.367238758,Trooz,Trooz,Waals Gewest,16534
62108,62108,0.1353,0.088,0.0604,0.0276,0.2507,0.1515,0.0763,0.0752,611.75,41.074037047,Wezet,Visé,Waals Gewest,15692
63001,63001,0.0311,0.0511,0.0497,0.0015,0.1824,0.0796,0.0671,0.0125,43.47,40.930030904,Amel,Amblève,Waals Gewest,14794
63003,63003,0.0551,0.0564,0.0421,0.0143,0.3073,0.0781,0.049,0.0292,222.21,40.536140476,Aubel,Aubel,Waals Gewest,17003
63004,63004,0.0622,0.0679,0.0583,0.0096,0.2746,0.1264,0.097,0.0294,49.66,38.991162387,Baelen,Baelen,Waals Gewest,16780
63012,63012,0.0275,0.1143,0.0722,0.0421,0.1914,0.1649,0.1117,0.0532,38.01,40.637076336,Büllingen,Bullange,Waals Gewest,14371
63087,63087,0.0326,0.0881,0.0833,0.0048,0.1566,0.1084,0.0976,0.0108,36.48,40.667460724,Burg-Reuland,Burg-Reuland,Waals Gewest,14836
63013,63013,0.043,0.0616,0.0541,0.0075,0.1725,0.1084,0.0906,0.0178,58.76,41.24841931,Bütgenbach,Butgenbach,Waals Gewest,14435
63020,63020,0.192,0.1043,0.0475,0.0568,0.1582,0.1802,0.0512,0.1291,1081.51,37.25542681,Dison,Dison,Waals Gewest,11930
63023,63023,0.0817,0.1507,0.1006,0.0502,0.2387,0.2649,0.1617,0.1033,184.1,41.612399019,Eupen,Eupen,Waals Gewest,16613
63035,63035,0.0865,0.0437,0.0327,0.011,0.3145,0.0738,0.0423,0.0315,301.76,39.826285056,Herve,Herve,Waals Gewest,16991
63038,63038,0.0612,0.0228,0.0184,0.0043,0.3555,0.0518,0.0301,0.0217,77.07,39.812097396,Jalhay,Jalhay,Waals Gewest,17965
63040,63040,0.094,0.3769,0.3392,0.0377,0.1567,0.4735,0.3982,0.0753,603.69,41.96664979,Kelmis,La Calamine,Waals Gewest,14287
63045,63045,0.0724,0.0364,0.0278,0.0086,0.2674,0.0645,0.039,0.0255,37.86,40.89279354,Lierneux,Lierneux,Waals Gewest,15970
63046,63046,0.0987,0.0538,0.0356,0.0181,0.2264,0.0954,0.0508,0.0446,234.93,39.402854538,Limburg,Limbourg,Waals Gewest,15416
63048,63048,0.0573,0.2169,0.1984,0.0185,0.2091,0.3004,0.2515,0.0489,190.74,40.005632824,Lontzen,Lontzen,Waals Gewest,16182
63049,63049,0.0932,0.0437,0.0256,0.0181,0.267,0.1028,0.0447,0.0581,122.36,41.5697836,Malmedy,Malmedy,Waals Gewest,15710
63057,63057,0.0686,0.0364,0.0312,0.0052,0.404,0.0697,0.0477,0.022,238.78,40.266186411,Olne,Olne,Waals Gewest,19707
63058,63058,0.1145,0.0332,0.0219,0.0112,0.2397,0.0701,0.0348,0.0354,392.29,38.891710234,Pepinster,Pepinster,Waals Gewest,15295
63088,63088,0.0817,0.2257,0.2153,0.0104,0.1975,0.2713,0.2447,0.0266,185.99,40.904942437,Plombières,Plombières,Waals Gewest,15063
63061,63061,0.0616,0.4964,0.4784,0.018,0.2218,0.5888,0.5477,0.0411,141.32,42.134649688,Raeren,Raeren,Waals Gewest,17268
63067,63067,0.0313,0.0638,0.048,0.0158,0.2165,0.107,0.076,0.0311,63.97,41.680960666,Sankt Vith,Saint-Vith,Waals Gewest,16152
63072,63072,0.148,0.042,0.0275,0.0145,0.2545,0.1041,0.0536,0.0505,264.6,43.924292031,Spa,Spa,Waals Gewest,16264
63073,63073,0.0955,0.0373,0.0275,0.0099,0.2699,0.0709,0.0407,0.0302,80.92,40.986253023,Stavelot,Stavelot,Waals Gewest,15477
63075,63075,0.0763,0.0864,0.0315,0.0549,0.3522,0.1116,0.0399,0.0717,29.58,40.387868935,Stoumont,Stoumont,Waals Gewest,17017
63076,63076,0.0712,0.0258,0.0169,0.0089,0.3402,0.0579,0.0282,0.0296,144.04,39.833552942,Theux,Theux,Waals Gewest,17666
63089,63089,0.06,0.0249,0.0212,0.0037,0.3363,0.0504,0.0321,0.0183,190.3,37.49467286,Thimister-Clermont,Thimister-Clermont,Waals Gewest,17500
63086,63086,0.0931,0.0422,0.0335,0.0088,0.2475,0.0749,0.0454,0.0295,36.45,40.696587936,Trois-Ponts,Trois-Ponts,Waals Gewest,15583
63079,63079,0.2,0.1171,0.0465,0.0706,0.2311,0.2055,0.0536,0.1519,1703.01,39.050817682,Verviers,Verviers,Waals Gewest,13291
63080,63080,0.0599,0.0363,0.0265,0.0098,0.2292,0.0781,0.0499,0.0282,72.77,40.076962366,Weismes,Waimes,Waals Gewest,15106
63084,63084,0.0825,0.076,0.0583,0.0176,0.2498,0.1297,0.0819,0.0477,394.63,40.059951233,Welkenraedt,Welkenraedt,Waals Gewest,16097
64008,64008,0.0559,0.0281,0.0156,0.0125,0.275,0.0597,0.0292,0.0305,203.6,38.466434611,Berloz,Berloz,Waals Gewest,17638
64015,64015,0.0766,0.0215,0.019,0.0026,0.3199,0.0574,0.0342,0.0232,133.03,39.301145398,Braives,Braives,Waals Gewest,17777
64021,64021,0.07,0.0317,0.0251,0.0066,0.3231,0.0622,0.0359,0.0263,180.44,40.316098133,Crisnée,Crisnée,Waals Gewest,18212
64023,64023,0.0522,0.031,0.0276,0.0034,0.357,0.0515,0.0358,0.0157,125.87,39.944539673,Donceel,Donceel,Waals Gewest,19171
64076,64076,0.0549,0.0302,0.0236,0.0066,0.3497,0.0599,0.0363,0.0236,132.59,39.411726059,Faimes,Faimes,Waals Gewest,19092
64025,64025,0.0787,0.0365,0.0314,0.005,0.3038,0.0723,0.0468,0.0254,165.33,40.555364109,Fexhe-le-Haut-Clocher,Fexhe-le-Haut-Clocher,Waals Gewest,18234
64029,64029,0.0656,0.0228,0.0163,0.0066,0.3241,0.0572,0.0338,0.0235,135.33,37.442065484,Geer,Geer,Waals Gewest,18273
64034,64034,0.0861,0.0336,0.0253,0.0084,0.3029,0.0719,0.0386,0.0334,178.02,40.456911768,Hannuit,Hannut,Waals Gewest,17992
64047,64047,0.0576,0.0384,0.0284,0.01,0.266,0.0583,0.0327,0.0255,217.69,39.82340951,Lijsem,Lincent,Waals Gewest,17986
64056,64056,0.088,0.0305,0.023,0.0076,0.2771,0.0599,0.0347,0.0252,181.81,40.094089437,Oerle,Oreye,Waals Gewest,17800
64063,64063,0.0752,0.031,0.023,0.0081,0.3073,0.058,0.0328,0.0253,247.23,40.069674161,Remicourt,Remicourt,Waals Gewest,18089
64065,64065,0.1144,0.0546,0.0432,0.0114,0.2286,0.0798,0.0507,0.0292,312.02,40.979173249,Saint-Georges-sur-Meuse,Saint-Georges-sur-Meuse,Waals Gewest,15929
64074,64074,0.0933,0.0321,0.0191,0.013,0.2736,0.0777,0.0365,0.0413,475.27,42.676521645,Borgworm,Waremme,Waals Gewest,17622
64075,64075,0.0769,0.0265,0.0133,0.0133,0.3044,0.0534,0.0229,0.0306,110.97,37.533695793,Wasseiges,Wasseiges,Waals Gewest,16578
82003,82003,0.0911,0.0508,0.0329,0.0179,0.2567,0.1106,0.061,0.0496,87.54,37.345952892,Bastenaken,Bastogne,Waals Gewest,15070
82005,82005,0.0589,0.0167,0.0116,0.005,0.2547,0.0412,0.028,0.0132,34.65,37.084633308,Bertogne,Bertogne,Waals Gewest,14838
82009,82009,0.0561,0.0532,0.0443,0.0089,0.3,0.1006,0.0769,0.0237,30.17,36.80044371,Fauvillers,Fauvillers,Waals Gewest,16090
82037,82037,0.0746,0.1156,0.0278,0.0878,0.2377,0.139,0.0399,0.0992,32.67,37.831175831,Gouvy,Gouvy,Waals Gewest,14041
82014,82014,0.0757,0.0521,0.0408,0.0113,0.2412,0.0885,0.0573,0.0312,30.19,40.167323068,Houffalize,Houffalize,Waals Gewest,14861
82038,82038,0.0849,0.0332,0.0217,0.0115,0.2408,0.0627,0.0405,0.0221,24.95,39.551447504,Sainte-Ode,Sainte-Ode,Waals Gewest,14783
82036,82036,0.0468,0.0242,0.0197,0.0045,0.2744,0.053,0.0364,0.0166,37.76,35.795281179,Vaux-sur-Sûre,Vaux-sur-Sûre,Waals Gewest,15071
82032,82032,0.0922,0.0437,0.0317,0.0119,0.2471,0.073,0.0459,0.0271,53.92,40.509347905,Vielsalm,Vielsalm,Waals Gewest,14827
83012,83012,0.1059,0.0562,0.035,0.0213,0.2451,0.0906,0.0466,0.0441,71.43,41.630466071,Durbuy,Durbuy,Waals Gewest,14994
83013,83013,0.1008,0.0463,0.0254,0.0209,0.2458,0.078,0.0417,0.0363,39.74,41.424996309,Erezée,Erezée,Waals Gewest,15035
83028,83028,0.0965,0.0888,0.0214,0.0674,0.204,0.1225,0.0393,0.0832,97.7,37.266877589,Hotton,Hotton,Waals Gewest,14184
83031,83031,0.1127,0.0504,0.0409,0.0095,0.2167,0.0924,0.0516,0.0409,29.19,42.112916688,La Roche-en-Ardenne,La Roche-en-Ardenne,Waals Gewest,13945
83055,83055,0.0751,0.0773,0.0323,0.0451,0.2642,0.1011,0.0427,0.0584,28.73,39.205140492,Manhay,Manhay,Waals Gewest,16256
83034,83034,0.1072,0.0358,0.0223,0.0135,0.2373,0.0956,0.0441,0.0515,143.47,39.105039796,Marche-en-Famenne,Marche-en-Famenne,Waals Gewest,15153
83040,83040,0.0823,0.0261,0.0198,0.0063,0.2714,0.0622,0.038,0.0242,46.52,38.887506668,Nassogne,Nassogne,Waals Gewest,16159
83044,83044,0.0884,0.1222,0.0268,0.0954,0.2278,0.1548,0.0454,0.1094,39.05,39.298464776,Rendeux,Rendeux,Waals Gewest,14426
83049,83049,0.0539,0.0297,0.0253,0.0045,0.266,0.0665,0.0405,0.026,29.31,39.521786815,Tenneville,Tenneville,Waals Gewest,16122
84009,84009,0.0864,0.0318,0.0201,0.0118,0.2211,0.0761,0.0361,0.04,61.16,39.681747575,Bertrix,Bertrix,Waals Gewest,14498
84010,84010,0.1201,0.0607,0.056,0.0048,0.1938,0.1134,0.088,0.0254,36.67,43.900720417,Bouillon,Bouillon,Waals Gewest,14287
84016,84016,0.0679,0.027,0.0235,0.0036,0.2156,0.0598,0.0456,0.0142,24.91,43.05513958,Daverdisse,Daverdisse,Waals Gewest,14396
84029,84029,0.0984,0.0257,0.0212,0.0045,0.2365,0.0681,0.0437,0.0244,26.48,42.149605994,Herbeumont,Herbeumont,Waals Gewest,15181
84035,84035,0.0706,0.0266,0.0241,0.0025,0.2616,0.0604,0.0377,0.0227,34.72,39.457792226,Libin,Libin,Waals Gewest,16017
84077,84077,0.0611,0.0389,0.0264,0.0125,0.2913,0.0783,0.0382,0.04,58.97,37.924274159,Libramont-Chevigny,Libramont-Chevigny,Waals Gewest,16230
84033,84033,0.0475,0.0521,0.0395,0.0126,0.3192,0.0962,0.0702,0.0261,27.53,35.254007131,Léglise,Léglise,Waals Gewest,15909
